Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,relation_clean,pKi_numeric
CHEMBL330482,,,489.71,1.0,7.25,18,c1ccc(CCN2C3CCC2CC(N2CCC(c4c(-c5ccccc5)[nH]c5ccccc45)CC2)C3)cc1,Ki,'=',2.6,nM,8.59,,,UO_0000065,17.53,0.32,1.34,38.55,0,CHEMBL617518,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132837,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3308072,,=,8.59
CHEMBL3664840,,,430.59,0.0,4.08,BDBM107524,COC(C)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,Ki,'=',33.63,nM,7.47,,227075,UO_0000065,17.36,0.33,3.39,12.45,0,CHEMBL3705629,"Biochemical Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",B,BAO_0000219,cell-based format,Homo sapiens,,,EBNA,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3638396,37,BindingDB Database,,2013.0,,,=,7.47
CHEMBL3290009,,,473.6,0.0,4.73,69,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,Ki,'=',1.6,nM,8.8,,,UO_0000065,18.57,0.38,4.07,11.66,0,CHEMBL3297243,Displacement of [3H]ketanserin from human recombinant 5-HT2A receptor expressed in CHO-K1 cell membrane after 60 mins by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286108,1,Scientific Literature,J Med Chem,2014.0,CHEMBL3307512,,=,8.8
CHEMBL3695368,,,448.63,0.0,2.91,BDBM138411,CS(=O)(=O)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,Ki,'=',35.9,nM,7.45,,272543,UO_0000065,16.59,0.33,4.53,9.83,0,CHEMBL3707859,"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3638568,37,BindingDB Database,,2014.0,,,=,7.45
CHEMBL3290011,,,473.6,0.0,4.73,71,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,Ki,'=',0.9,nM,9.05,,,UO_0000065,19.1,0.39,4.32,11.99,0,CHEMBL3297243,Displacement of [3H]ketanserin from human recombinant 5-HT2A receptor expressed in CHO-K1 cell membrane after 60 mins by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286108,1,Scientific Literature,J Med Chem,2014.0,CHEMBL3307512,,=,9.05
CHEMBL4637882,,,220.29,0.0,2.03,7ai,CC1(C)CN2CCNCc3ccc(F)c1c32,Ki,'=',350.0,nM,6.46,,,UO_0000065,29.31,0.55,4.43,42.28,0,CHEMBL4617358,"Displacement of [125I]-1,4-Iodanyl-2,5-dimethoxyphenyl)propan-2amine from 5HT2A receptor (unknown origin)",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4616608,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,=,6.46
CHEMBL4635105,,,236.75,0.0,2.54,7ah,CC1(C)CN2CCNCc3ccc(Cl)c1c32,Ki,'=',60.0,nM,7.22,,,UO_0000065,30.5,0.62,4.68,47.29,0,CHEMBL4617358,"Displacement of [125I]-1,4-Iodanyl-2,5-dimethoxyphenyl)propan-2amine from 5HT2A receptor (unknown origin)",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4616608,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,=,7.22
CHEMBL2165119,,,463.41,0.0,4.64,BDBM50395569,O=C1CCc2ccc(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)nc2N1,Ki,'=',7.4,nM,8.13,,335022,UO_0000065,17.55,0.36,3.49,14.09,0,CHEMBL3887367,"Radioligand Binding Assay: Membranes prepared as above were resuspended to 1 ug protein/ul (measured by Bradford assay using BSA as standard), and 50 ul were added to each well of a polypropylene 96-well plate containing (per well): 50 ul of buffer (20 mM HEPES, 10 mM MgCl2, 1 mM EDTA, 1 mM EGTA, 100 mM N-methyl-D-gluconate, pH 7.4), 50 ul of 1.5 nM [3H]N-methylspiperone (final concentration 0.3 nM) and reference or D2 test ligand at various concentrations ranging from 50 uM to 50 uM (final concentrations ranging from 10 uM to 10 uM, triplicate determinations for each concentration of D2 test ligand). After a 1.5-hr incubation in the dark at room temperature, the reactions were harvested onto 0.3% PEI-soaked Filtermax GF/A filters (Wallac) and washed three times with ice-cold 50 mM Tris, pH 7.4 using a Perkin-Elmer Filtermate 96-well harvester. The filters were subsequently dried, placed on a hot plate (100° C.), and Melitilex-A (Wallac) scintillant was applied.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3886292,37,BindingDB Database,,2015.0,,,=,8.13
CHEMBL2030631,,,161.25,0.0,2.28,32,c1ccc(CN2CCCC2)cc1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL2033382,Inhibition of 5-HT2A receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029272,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
CHEMBL3941795,,,399.43,1.0,5.78,1h,Cl.Clc1ccc2sc(CCCCN3CCC4CCCCC4C3)nc2c1,Ki,'=',1144.0,nM,5.94,,,UO_0000065,16.37,0.34,0.16,36.84,0,CHEMBL3863660,Displacement of [3H]-ketanserin from human 5-HT2A receptor by liquid scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3862017,1,Scientific Literature,Bioorg Med Chem,2016.0,,,=,5.94
CHEMBL4643640,,,356.49,0.0,3.59,28,CCCN1CCc2cccc3c2C1Cc1ccc(NS(C)(=O)=O)cc1-3,Ki,,,,,,Not Active,,,,,,0,CHEMBL4625522,Displacement of [3H]-Ketanserin from 5-HT2A receptor (unknown origin) incubated for 90 mins by microbeta counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4622954,1,Scientific Literature,Bioorg Med Chem,2020.0,,,,
CHEMBL4646172,,,364.49,0.0,4.08,24,C=CCOc1c(OC)cc2c3c1-c1cc(N(C)C)ccc1CC3N(C)CC2,Ki,'=',318.0,nM,6.5,,,UO_0000065,17.83,0.33,2.42,26.05,0,CHEMBL4625522,Displacement of [3H]-Ketanserin from 5-HT2A receptor (unknown origin) incubated for 90 mins by microbeta counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4622954,1,Scientific Literature,Bioorg Med Chem,2020.0,,,=,6.5
CHEMBL54719,,,428.41,0.0,4.98,3 table 1,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)nc1)CC2,Ki,'=',630.96,nM,6.2,,,UO_0000065,14.47,0.27,1.22,9.21,0,CHEMBL872162,Binding affinity for human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143636,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,CHEMBL3307715,,=,6.2
CHEMBL4640332,,,377.44,0.0,2.95,21,C#CCOc1c(OC)cc2c3c1-c1cc(NC(N)=O)ccc1CC3N(C)CC2,Ki,,,,,,Not Active,,,,,,0,CHEMBL4625522,Displacement of [3H]-Ketanserin from 5-HT2A receptor (unknown origin) incubated for 90 mins by microbeta counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4622954,1,Scientific Literature,Bioorg Med Chem,2020.0,,,,
CHEMBL4638006,,,371.45,0.0,3.98,9,COc1cccc(C(=O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Ki,'=',0.5248,nM,9.28,,,UO_0000065,24.98,0.47,5.3,23.94,0,CHEMBL4627017,Displacement of [3H]-ketanserin from human HT2A receptor expressed in HEK293 cell membranes incubated for 2 hrs by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4622985,1,Scientific Literature,J Med Chem,2020.0,CHEMBL3307715,,=,9.28
CHEMBL1080755,,,507.51,2.0,5.72,3m,C[C@H]1CN(C(=O)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL1101947,Inhibition of 5HT2A (receptor),B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154934,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,>,
CHEMBL164185,,,407.58,0.0,4.41,4,Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,Ki,'=',2.1,nM,8.68,,,UO_0000065,21.29,0.41,4.27,17.51,0,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144968,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,8.68
CHEMBL4756254,,,351.88,1.0,5.48,17,Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(Cl)ccc1N2,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4671574,Binding affinity to human 5HT2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4665835,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,,
CHEMBL35,FUROSEMIDE,4.0,330.75,0.0,1.89,FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,
CHEMBL2205826,,,325.41,0.0,1.96,18,COc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)c(OC)c1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL2215552,Binding affinity to 5-HT2A receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
CHEMBL429,LABETALOL,4.0,328.41,0.0,2.14,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,
CHEMBL4126145,,,297.44,0.0,4.87,13,c1ccc2c(OCCCCCN3CCCCC3)cccc2c1,Ki,'=',3905.0,nM,5.41,,,UO_0000065,18.18,0.34,0.54,43.37,0,CHEMBL4122178,Displacement of [3H]-ketanserin from human 5-HT2A receptor expressed in CHO cell membranes after 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4118139,1,Scientific Literature,Bioorg Med Chem,2018.0,,,=,5.41
CHEMBL4435528,,,362.43,0.0,4.47,21; PKS-185,COc1ccc2[nH]cc(CCNCc3ccc(-c4cccc(O)c4)o3)c2c1,Ki,'=',29.0,nM,7.54,,,UO_0000065,20.8,0.38,3.07,10.7,0,CHEMBL4316412,Binding affinity to human 5-HT2AR expressed in HEK293 cells by competitive binding assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4312034,1,Scientific Literature,Eur J Med Chem,2020.0,CHEMBL3307715,,=,7.54
CHEMBL379238,,,376.52,0.0,3.89,12f,CC(C)(CCCN1CCCC(c2cnco2)C1)S(=O)(=O)c1ccccc1,Ki,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL865589,Displacement of [3H]ketanserin from the cloned human 5-HT2A receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139656,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,CHEMBL3308072,,>,
CHEMBL5077178,,,420.48,0.0,3.83,9,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)cc1,Ki,'=',13.49,nM,7.87,,,UO_0000065,18.72,0.37,4.04,12.41,0,CHEMBL5046637,Displacement of [3H]-ketanserin from human human 5-HT2A receptor transfected in CHO-K1 cells measured after 60 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5046222,1,Scientific Literature,J Med Chem,2021.0,,TIME = 1.0 hr,=,7.87
CHEMBL4645583,,,174.25,0.0,1.15,7a,c1cc2c3c(c1)CNCCN3CC2,Ki,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4617358,"Displacement of [125I]-1,4-Iodanyl-2,5-dimethoxyphenyl)propan-2amine from 5HT2A receptor (unknown origin)",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4616608,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,>,
CHEMBL56564,TROPISETRON,4.0,284.36,0.0,2.95,TROPISETRON,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,
CHEMBL4569757,,,496.46,0.0,4.52,7c,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,Ki,'=',299.0,nM,6.52,,,UO_0000065,13.14,0.28,2.0,10.71,0,CHEMBL4821480,Displacement of [3H]-ketanserin from human 5-HT2AR expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4819072,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,=,6.52
CHEMBL4066435,,,381.48,0.0,2.63,8,COc1ccccc1N1CCN(CCCN2C(=O)COc3ccccc32)CC1,Ki,'=',275.0,nM,6.56,,,UO_0000065,17.2,0.32,3.93,14.5,0,CHEMBL4000282,Displacement of [3H]ketanserin from human 5-HT2A receptor expressed in F1pIn CHO cell membranes after 1 hr by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4000143,1,Scientific Literature,J Med Chem,2015.0,,,=,6.56
CHEMBL289436,,,367.4,0.0,4.81,47,CCSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,Ki,'=',3162.28,nM,5.5,,,UO_0000065,14.97,0.3,0.69,12.16,0,CHEMBL616876,Binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin as radioligand,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131637,1,Scientific Literature,J Med Chem,1998.0,CHEMBL3307715,,=,5.5
CHEMBL648,CYCLIZINE,4.0,266.39,0.0,3.02,Cyclizine,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Ki,'=',64.0,nM,7.19,,,UO_0000065,27.0,0.49,4.17,111.02,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,=,7.19
CHEMBL716,QUETIAPINE,4.0,383.52,0.0,2.86,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Ki,'=',82.0,nM,7.09,,,UO_0000065,18.48,0.36,4.23,14.67,0,CHEMBL617085,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134342,1,Scientific Literature,J Med Chem,2001.0,,,=,7.09
CHEMBL275475,,,389.5,0.0,3.16,20,O=C1c2ccccc2CCCN1CCN1CCC(n2nnc3ccccc32)CC1,Ki,'=',269.15,nM,6.57,,,UO_0000065,16.87,0.31,3.41,12.11,0,CHEMBL617254,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136643,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,6.57
CHEMBL4877603,,,276.77,0.0,2.53,2c,Clc1cccc(-c2n[nH]cc2N2CCCNCC2)c1,Ki,'=',894.0,nM,6.05,,,UO_0000065,21.85,0.43,3.52,13.76,0,CHEMBL4828358,Binding affinity to 5HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4825758,1,Scientific Literature,J Med Chem,2021.0,,,=,6.05
CHEMBL4755062,,,425.5,0.0,4.96,14,CCC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4729780,Binding affinity to 5HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4725387,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,>,
CHEMBL88809,,,586.67,1.0,2.73,25,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(C)=O)cc1,Ki,'<',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL616887,Displacement of [3H]-ketanserin from human cloned 5-hydroxytryptamine 2A receptor expressed in CHO-K1 cells.,B,BAO_0000219,cell-based format,,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128924,1,Scientific Literature,Bioorg Med Chem Lett,1996.0,CHEMBL3307512,,<,
CHEMBL2387229,,,484.96,1.0,6.07,S1,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,Ki,'=',0.3,nM,9.52,,,UO_0000065,19.64,0.38,3.45,13.86,0,CHEMBL4821055,Binding affinity to 5-HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4819047,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,=,9.52
CHEMBL3664827,,,459.59,0.0,4.85,BDBM107511,N#Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4OCO5)CC3)CC2)cc1,Ki,'=',9.02,nM,8.04,,227063,UO_0000065,17.5,0.32,3.19,10.79,0,CHEMBL3705629,"Biochemical Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",B,BAO_0000219,cell-based format,Homo sapiens,,,EBNA,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3638396,37,BindingDB Database,,2013.0,,,=,8.04
CHEMBL3642771,,,414.59,0.0,3.39,BDBM106505,CCCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,Ki,'=',24.7,nM,7.61,,225264,UO_0000065,18.35,0.35,4.22,13.18,0,CHEMBL3707789,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",B,BAO_0000219,cell-based format,Homo sapiens,,,EBNA,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3639183,37,BindingDB Database,,2013.0,,,=,7.61
CHEMBL4877973,,,467.59,0.0,4.76,4p,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCOCC1,Ki,'=',5.1,nM,8.29,,,UO_0000065,17.73,0.33,3.53,16.27,0,CHEMBL4821055,Binding affinity to 5-HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4819047,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,=,8.29
CHEMBL3676875,,,430.54,1.0,5.33,BDBM141788,O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CC1(F)F,Ki,'=',8.59,nM,8.07,,277344,UO_0000065,18.73,0.36,2.74,17.74,0,CHEMBL3707804,"Radioligand Binding Assay: liquots of membrane preparations were thawed at RT, resuspended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KC1, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein / well (D2, D3) and 15 ug protein / well (5-HT2A), respectively.The binding affinity (IQ) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ulÂ with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H] -spiperone for D2, 0.5 nM [3H] -spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10uM - 0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3639297,37,BindingDB Database,,2014.0,,,=,8.07
